        1	2019-06-22 10:02:27	1	0	1	0
        1	2019-06-22 10:02:56	1	0	1	0
        1	2019-06-22 10:03:31	1	0	1	0
        2	2019-06-22 10:05:21	1	0	1	0
        2	2019-06-22 10:05:28	1	0	1	0
        1	2019-06-22 10:12:32	1	0	1	0
        7	2019-06-29 14:23:58	1	0	1	0
        3	2019-06-29 14:28:25	1	0	1	0
        9	2019-06-29 14:50:03	1	0	1	0
        8	2019-06-29 14:51:22	1	0	1	0
        9	2019-06-29 14:52:05	1	1	1	0
        5	2019-06-29 15:00:16	1	0	1	0
        5	2019-06-29 15:00:38	1	1	1	0
       10	2019-06-29 15:10:47	1	0	1	0
       10	2019-06-29 15:11:03	1	1	1	0
        7	2019-07-02 08:07:10	1	0	1	0
       12	2019-07-02 08:07:17	1	0	1	0
        8	2019-07-02 08:15:12	1	0	1	0
        5	2019-07-02 08:27:39	1	0	1	0
        3	2019-07-02 08:33:29	1	0	1	0
        9	2019-07-02 08:35:28	1	0	1	0
        6	2019-07-02 08:35:55	1	0	1	0
       12	2019-07-02 17:10:37	1	0	1	0
       12	2019-07-02 17:11:20	1	1	1	0
        9	2019-07-02 17:24:27	1	1	1	0
        5	2019-07-02 17:51:07	1	1	1	0
        7	2019-07-02 20:01:17	1	1	1	0
        6	2019-07-03 08:14:15	1	0	1	0
        5	2019-07-03 08:14:48	1	0	1	0
        7	2019-07-03 08:14:52	1	0	1	0
       11	2019-07-03 08:14:57	1	0	1	0
        8	2019-07-03 08:19:54	1	0	1	0
       12	2019-07-03 08:27:24	1	0	1	0
        9	2019-07-03 08:48:37	1	0	1	0
        2	2019-07-03 13:14:17	1	0	1	0
       12	2019-07-03 16:56:26	1	1	1	0
       11	2019-07-03 16:56:34	1	1	1	0
        9	2019-07-03 16:59:30	1	0	1	0
        9	2019-07-03 16:59:40	1	1	1	0
        5	2019-07-03 17:07:16	1	1	1	0
        2	2019-07-03 17:10:03	1	1	1	0
       11	2019-07-05 07:39:38	1	0	1	0
        2	2019-07-05 08:05:55	1	0	1	0
        7	2019-07-05 08:21:51	1	0	1	0
        8	2019-07-05 08:25:45	1	0	1	0
       12	2019-07-05 08:29:46	1	0	1	0
        7	2019-07-05 12:42:41	1	0	1	0
        7	2019-07-05 12:43:04	1	1	1	0
        2	2019-07-05 12:43:38	1	1	1	0
        8	2019-07-05 12:45:22	1	1	1	0
        5	2019-07-05 12:55:33	1	0	1	0
        1	2019-07-05 13:03:50	1	0	1	0
        2	2019-07-05 13:13:23	1	0	1	0
        8	2019-07-05 13:22:58	1	0	1	0
        7	2019-07-05 13:50:00	1	0	1	0
        7	2019-07-05 13:50:01	1	0	1	0
       11	2019-07-05 17:01:43	1	5	1	0
        2	2019-07-05 17:02:16	1	1	1	0
        8	2019-07-05 17:02:32	1	1	1	0
       11	2019-07-05 17:02:37	1	1	1	0
       12	2019-07-05 17:03:27	1	1	1	0
        7	2019-07-05 18:36:45	1	0	1	0
        2	2019-07-06 07:48:38	1	0	1	0
       11	2019-07-06 08:17:30	1	0	1	0
        7	2019-07-06 08:18:58	1	0	1	0
        5	2019-07-06 08:20:35	1	0	1	0
       12	2019-07-06 08:33:14	1	0	1	0
        2	2019-07-06 12:04:32	1	1	1	0
        2	2019-07-06 12:41:09	1	0	1	0
       11	2019-07-06 17:05:07	1	0	1	0
       11	2019-07-06 17:05:14	1	1	1	0
       12	2019-07-06 17:05:24	1	1	1	0
        5	2019-07-06 17:05:48	1	0	1	0
        2	2019-07-06 17:06:30	1	1	1	0
        9	2019-07-06 17:06:39	1	1	1	0
        7	2019-07-06 17:56:39	1	1	1	0
        7	2019-07-08 07:40:02	1	0	1	0
        8	2019-07-09 07:13:27	1	0	1	0
        2	2019-07-09 07:22:42	1	0	1	0
        7	2019-07-09 07:27:12	1	0	1	0
        6	2019-07-09 07:52:20	1	0	1	0
        3	2019-07-09 07:54:20	1	0	1	0
       12	2019-07-09 07:58:51	1	0	1	0
        5	2019-07-09 08:05:09	1	0	1	0
        9	2019-07-09 08:19:03	1	0	1	0
        2	2019-07-09 12:27:55	1	1	1	0
        8	2019-07-09 12:30:31	1	0	1	0
        6	2019-07-09 12:33:42	1	1	1	0
        8	2019-07-09 12:33:58	1	1	1	0
        2	2019-07-09 12:51:58	1	0	1	0
        8	2019-07-09 13:08:00	1	0	1	0
       12	2019-07-09 16:59:59	1	0	1	0
       12	2019-07-09 17:00:47	1	1	1	0
        5	2019-07-09 17:29:09	1	1	1	0
        2	2019-07-09 18:37:58	1	1	1	0
        8	2019-07-09 20:52:43	1	1	1	0
       11	2019-07-10 07:43:59	1	0	1	0
        2	2019-07-10 07:44:14	1	0	1	0
       12	2019-07-10 07:50:38	1	0	1	0
        7	2019-07-10 08:00:08	1	0	1	0
        5	2019-07-10 08:19:27	1	0	1	0
        8	2019-07-10 08:19:41	1	0	1	0
        9	2019-07-10 08:25:19	1	0	1	0
        7	2019-07-10 12:04:17	1	1	1	0
        2	2019-07-10 12:14:33	1	1	1	0
        8	2019-07-10 12:32:00	1	1	1	0
        2	2019-07-10 12:41:35	1	0	1	0
        7	2019-07-10 13:00:16	1	0	1	0
        8	2019-07-10 13:03:32	1	0	1	0
       11	2019-07-10 17:02:49	1	1	1	0
        2	2019-07-10 17:03:35	1	1	1	0
        5	2019-07-10 17:03:46	1	1	1	0
        8	2019-07-10 17:03:57	1	1	1	0
        9	2019-07-10 17:12:28	1	0	1	0
        9	2019-07-10 17:12:33	1	1	1	0
        7	2019-07-11 00:19:55	1	1	1	0
        2	2019-07-11 07:36:52	1	0	1	0
       11	2019-07-11 07:37:00	1	0	1	0
       12	2019-07-11 07:43:34	1	0	1	0
        6	2019-07-11 07:58:24	1	0	1	0
        7	2019-07-11 08:08:23	1	0	1	0
        8	2019-07-11 08:14:49	1	0	1	0
        5	2019-07-11 08:19:35	1	0	1	0
        9	2019-07-11 08:22:16	1	0	1	0
        2	2019-07-11 09:09:41	1	1	1	0
        8	2019-07-11 17:03:59	1	1	1	0
        9	2019-07-11 17:05:25	1	0	1	0
        9	2019-07-11 17:05:32	1	1	1	0
       11	2019-07-11 17:05:43	1	1	1	0
       12	2019-07-11 17:05:57	1	1	1	0
       11	2019-07-12 07:36:27	1	0	1	0
       12	2019-07-12 07:43:47	1	0	1	0
        7	2019-07-12 07:48:39	1	0	1	0
        8	2019-07-12 08:10:22	1	0	1	0
        6	2019-07-12 08:11:06	1	0	1	0
        5	2019-07-12 08:23:58	1	0	1	0
        9	2019-07-12 08:30:23	1	0	1	0
        8	2019-07-12 12:35:55	1	1	1	0
        6	2019-07-12 12:36:18	1	1	1	0
        7	2019-07-12 12:39:00	1	1	1	0
        8	2019-07-12 13:17:47	1	0	1	0
        6	2019-07-12 13:17:55	1	0	1	0
       11	2019-07-12 17:06:22	1	1	1	0
        6	2019-07-12 17:12:16	1	0	1	0
        5	2019-07-12 17:12:29	1	0	1	0
